image_id,class_id,x_min,y_min,x_max,y_max,area,width,height,fold_id
00150343289f317a0ad5629d5b7d9ef9,11,900,509,1134,645,31824,1262,1254,7
00150343289f317a0ad5629d5b7d9ef9,11,1027,556,1141,663,12198,1262,1254,7
001d127bad87592efe45a5c7678f8b8d,2,534,186,649,415,26335,1536,1536,6
001d127bad87592efe45a5c7678f8b8d,13,1021,315,1112,509,17654,1536,1536,6
001d127bad87592efe45a5c7678f8b8d,13,534,186,649,415,26335,1536,1536,6
001d127bad87592efe45a5c7678f8b8d,13,1026,426,1056,442,480,1536,1536,6
001d127bad87592efe45a5c7678f8b8d,13,430,189,648,539,76300,1536,1536,6
0046f681f078851293c4e710c4466058,11,772,207,904,344,18084,1152,1440,3
0046f681f078851293c4e710c4466058,11,239,199,354,285,9890,1152,1440,3
0046f681f078851293c4e710c4466058,13,206,297,368,491,31428,1152,1440,3
0046f681f078851293c4e710c4466058,13,158,276,436,565,80342,1152,1440,3
0046f681f078851293c4e710c4466058,13,337,250,382,274,1080,1152,1440,3
0046f681f078851293c4e710c4466058,13,157,279,316,407,20352,1152,1440,3
0046f681f078851293c4e710c4466058,13,660,272,905,570,73010,1152,1440,3
0046f681f078851293c4e710c4466058,6,157,279,316,407,20352,1152,1440,3
0046f681f078851293c4e710c4466058,0,512,340,681,484,24336,1152,1440,3
0061cf6d35e253b6e7f03940592cc35e,8,339,345,393,377,1728,1270,1536,0
0061cf6d35e253b6e7f03940592cc35e,0,623,400,709,527,10922,1270,1536,0
0061cf6d35e253b6e7f03940592cc35e,2,928,850,986,905,3190,1270,1536,0
0061cf6d35e253b6e7f03940592cc35e,13,298,308,364,383,4950,1270,1536,0
0061cf6d35e253b6e7f03940592cc35e,13,916,852,988,907,3960,1270,1536,0
00675cd546313f912cadd4ad54415d69,3,498,728,1084,958,134780,1303,1496,9
00675cd546313f912cadd4ad54415d69,0,681,408,855,574,28884,1303,1496,9
008b3176a7248a0a189b5731ac8d2e95,7,282,307,331,342,1715,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,7,177,488,458,816,92168,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,7,833,468,1095,839,97202,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,3,431,640,951,826,96720,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,9,177,488,458,816,92168,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,9,833,468,1095,839,97202,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,8,809,501,880,574,5183,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,8,861,706,946,789,7055,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,8,895,534,932,575,1517,1252,1573,5
008b3176a7248a0a189b5731ac8d2e95,8,954,752,1034,827,6000,1252,1573,5
009d4c31ebf87e51c5c8c160a4bd8006,0,736,512,910,644,22968,1381,1445,4
009d4c31ebf87e51c5c8c160a4bd8006,4,350,484,615,808,85860,1381,1445,4
009d4c31ebf87e51c5c8c160a4bd8006,10,164,249,627,1215,447258,1381,1445,4
009d4c31ebf87e51c5c8c160a4bd8006,7,1060,749,1093,849,3300,1381,1445,4
009d4c31ebf87e51c5c8c160a4bd8006,7,351,530,615,758,60192,1381,1445,4
009d4c31ebf87e51c5c8c160a4bd8006,13,1057,742,1158,853,11211,1381,1445,4
009d837e29ba400e03856cf8d6a5b545,11,679,144,800,178,4114,1152,1440,8
009d837e29ba400e03856cf8d6a5b545,11,280,148,430,210,9300,1152,1440,8
009d837e29ba400e03856cf8d6a5b545,0,580,300,694,424,14136,1152,1440,8
00aca42a24e4ea6066cca2546150c36e,3,546,825,1146,1022,118200,1497,1538,7
00aca42a24e4ea6066cca2546150c36e,10,1174,872,1279,1094,23310,1497,1538,7
00aca42a24e4ea6066cca2546150c36e,11,410,167,564,228,9394,1497,1538,7
00aca42a24e4ea6066cca2546150c36e,11,999,196,1111,279,9296,1497,1538,7
00aca42a24e4ea6066cca2546150c36e,7,1100,846,1261,1004,25438,1497,1538,7
00aca42a24e4ea6066cca2546150c36e,7,168,499,396,996,113316,1497,1538,7
00aca42a24e4ea6066cca2546150c36e,0,755,389,912,572,28731,1497,1538,7
00bcb82818ea83d6a86df241762cd7d0,10,762,738,833,845,7597,1024,1250,9
00bcb82818ea83d6a86df241762cd7d0,11,762,738,833,845,7597,1024,1250,9
00bcb82818ea83d6a86df241762cd7d0,3,332,619,711,783,62156,1024,1250,9
00bcb82818ea83d6a86df241762cd7d0,9,350,325,428,769,34632,1024,1250,9
00bcb82818ea83d6a86df241762cd7d0,0,465,275,571,429,16324,1024,1250,9
00f2f97f74e086e1f82acc285ee4a5c5,0,541,322,666,443,15125,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,3,387,637,901,811,89436,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,11,226,206,404,263,10146,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,7,653,184,715,240,3472,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,7,663,187,692,229,1218,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,6,653,184,715,240,3472,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,6,271,245,410,357,15568,1152,1440,3
00f2f97f74e086e1f82acc285ee4a5c5,6,653,167,901,383,53568,1152,1440,3
010018c93ed33ae56ed048ee54867e46,3,539,925,1055,1142,111972,1406,1534,5
010018c93ed33ae56ed048ee54867e46,0,726,441,907,659,39458,1406,1534,5
010018c93ed33ae56ed048ee54867e46,8,406,451,432,482,806,1406,1534,5
010018c93ed33ae56ed048ee54867e46,8,464,529,484,548,380,1406,1534,5
010018c93ed33ae56ed048ee54867e46,11,323,1066,373,1117,2550,1406,1534,5
010018c93ed33ae56ed048ee54867e46,11,805,251,963,322,11218,1406,1534,5
010018c93ed33ae56ed048ee54867e46,11,1068,1124,1106,1160,1368,1406,1534,5
010018c93ed33ae56ed048ee54867e46,11,443,244,618,332,15400,1406,1534,5
010018c93ed33ae56ed048ee54867e46,13,932,285,976,394,4796,1406,1534,5
010018c93ed33ae56ed048ee54867e46,13,890,296,1066,485,33264,1406,1534,5
010018c93ed33ae56ed048ee54867e46,13,374,392,441,489,6499,1406,1534,5
010018c93ed33ae56ed048ee54867e46,13,405,347,517,579,25984,1406,1534,5
0108949daa13dc94634a7d650a05c0bb,0,543,367,668,491,15500,1152,1440,9
0108949daa13dc94634a7d650a05c0bb,3,383,714,895,885,87552,1152,1440,9
010a3dbb67bc37800a041866844861b1,3,510,784,1014,982,99792,1270,1536,3
010a3dbb67bc37800a041866844861b1,6,897,510,1037,632,17080,1270,1536,3
010a3dbb67bc37800a041866844861b1,7,897,510,1037,632,17080,1270,1536,3
010a3dbb67bc37800a041866844861b1,0,673,408,825,554,22192,1270,1536,3
011244ab511b20130d846f5f8f0c3866,3,696,573,1242,758,101010,1536,1536,9
0114c5cd093c742334d5a5fa14140421,2,752,352,804,459,5564,1270,1536,6
0114c5cd093c742334d5a5fa14140421,0,677,342,826,496,22946,1270,1536,6
0114c5cd093c742334d5a5fa14140421,3,532,800,992,975,80500,1270,1536,6
0114c5cd093c742334d5a5fa14140421,11,250,983,275,1061,1950,1270,1536,6
0114c5cd093c742334d5a5fa14140421,11,1125,1022,1149,1071,1176,1270,1536,6
0114c5cd093c742334d5a5fa14140421,10,250,983,275,1061,1950,1270,1536,6
0114c5cd093c742334d5a5fa14140421,10,1125,1022,1149,1071,1176,1270,1536,6
011ae9520e81f1efe71c9d954ec07d09,7,335,1027,497,1140,18306,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,0,790,489,942,654,25080,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,9,335,1027,497,1140,18306,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,9,1237,906,1267,942,1080,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,8,1237,906,1267,942,1080,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,11,524,324,682,360,5688,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,11,871,298,1050,351,9487,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,3,571,870,1168,1119,148653,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,13,375,621,542,674,8851,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,6,408,893,572,999,17384,1536,1536,3
011ae9520e81f1efe71c9d954ec07d09,6,383,617,558,692,13125,1536,1536,3
013893a5fa90241c65c3efcdbdd2cec1,5,446,826,625,951,22375,1536,1536,2
013893a5fa90241c65c3efcdbdd2cec1,13,568,209,627,279,4130,1536,1536,2
013893a5fa90241c65c3efcdbdd2cec1,6,435,794,609,959,28710,1536,1536,2
013893a5fa90241c65c3efcdbdd2cec1,6,333,679,654,976,95337,1536,1536,2
013893a5fa90241c65c3efcdbdd2cec1,9,446,826,625,951,22375,1536,1536,2
013893a5fa90241c65c3efcdbdd2cec1,7,440,810,616,955,25520,1536,1536,2
014e3dd712dc90f61da7ce8747d8c4c0,0,515,306,626,431,13875,1152,1440,8
014e3dd712dc90f61da7ce8747d8c4c0,11,490,305,626,433,17408,1152,1440,8
01546d3e6175ceaabd7d92f0c566579d,8,196,797,224,819,616,1366,1585,5
01546d3e6175ceaabd7d92f0c566579d,9,520,951,1074,1160,115786,1366,1585,5
01546d3e6175ceaabd7d92f0c566579d,0,748,506,846,626,11760,1366,1585,5
01546d3e6175ceaabd7d92f0c566579d,3,521,935,1105,1178,141912,1366,1585,5
01570ee44031e4ebab6031501293bf66,13,117,623,250,683,7980,1152,1440,6
01570ee44031e4ebab6031501293bf66,3,339,679,842,868,95067,1152,1440,6
01570ee44031e4ebab6031501293bf66,7,86,341,484,792,179498,1152,1440,6
01570ee44031e4ebab6031501293bf66,1,104,393,477,839,166358,1152,1440,6
01570ee44031e4ebab6031501293bf66,4,136,428,452,842,130824,1152,1440,6
015e332b702e4829710941ab7265bd1d,3,376,601,767,744,55913,1004,1044,9
015e332b702e4829710941ab7265bd1d,0,540,320,640,430,11000,1004,1044,9
0162dad8330007f8f0daf43bcf4033f1,8,470,271,485,281,150,1536,1536,5
0162dad8330007f8f0daf43bcf4033f1,13,470,271,485,281,150,1536,1536,5
0162dad8330007f8f0daf43bcf4033f1,0,820,274,967,426,22344,1536,1536,5
0162dad8330007f8f0daf43bcf4033f1,3,630,597,1173,800,110229,1536,1536,5
0187da5fd71c7a2917346bf12a67bbe4,9,477,168,864,1168,387000,1359,1486,5
0187da5fd71c7a2917346bf12a67bbe4,9,390,153,649,779,162134,1359,1486,5
018a2fe44c3451281ec338c27ecc9c53,2,154,677,209,955,15290,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,10,125,1050,524,1133,33117,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,1,190,100,577,526,164862,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,11,125,1050,524,1133,33117,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,11,132,1018,216,1148,10920,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,11,154,677,209,955,15290,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,11,769,142,958,197,10395,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,13,841,454,1094,556,25806,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,13,305,451,486,857,73486,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,13,194,112,554,587,171000,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,13,1050,629,1096,722,4278,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,7,164,513,548,1097,224256,1256,1472,3
018a2fe44c3451281ec338c27ecc9c53,7,207,95,586,512,158043,1256,1472,3
018b348fd699821cdbc5bdc0b329982c,11,276,230,565,304,21386,1268,1504,0
018b348fd699821cdbc5bdc0b329982c,2,273,339,380,426,9309,1268,1504,0
018b348fd699821cdbc5bdc0b329982c,13,291,325,468,579,44958,1268,1504,0
018b348fd699821cdbc5bdc0b329982c,7,275,310,382,412,10914,1268,1504,0
018b348fd699821cdbc5bdc0b329982c,7,528,444,588,532,5280,1268,1504,0
018ef9c5d5b20c5161a5c48703171c3b,0,454,374,692,594,52360,1152,1440,8
018ef9c5d5b20c5161a5c48703171c3b,11,316,154,446,201,6110,1152,1440,8
01a3c3d994d85ce5634d2d13c03fd4b0,10,341,760,675,990,76820,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,7,406,500,594,646,27448,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,7,385,566,678,840,80282,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,4,414,504,591,649,25665,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,11,519,157,728,303,30514,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,11,335,730,531,913,35868,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,11,344,157,515,726,97299,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,11,415,154,709,457,89082,1536,1536,9
01a3c3d994d85ce5634d2d13c03fd4b0,8,419,502,588,651,25181,1536,1536,9
01afcfaabc406f0fe1797cb7fa6616c6,3,348,611,802,797,84444,1152,1440,9
01afcfaabc406f0fe1797cb7fa6616c6,0,497,323,587,425,9180,1152,1440,9
01b0510a8d3b0860429536653db5eb21,9,755,790,909,847,8778,1152,1440,9
01b0510a8d3b0860429536653db5eb21,10,942,857,967,934,1925,1152,1440,9
01b0510a8d3b0860429536653db5eb21,0,581,357,704,481,15252,1152,1440,9
01b0510a8d3b0860429536653db5eb21,13,280,671,337,693,1254,1152,1440,9
01b0510a8d3b0860429536653db5eb21,11,942,857,967,934,1925,1152,1440,9
01b0510a8d3b0860429536653db5eb21,11,783,792,909,855,7938,1152,1440,9
01c2b9fcb0384c84648ed76c736552a8,0,708,396,852,555,22896,1299,1164,7
01c2b9fcb0384c84648ed76c736552a8,9,186,934,207,951,357,1299,1164,7
01c2b9fcb0384c84648ed76c736552a8,3,486,789,1116,947,99540,1299,1164,7
01cbbeab94b4d2bfd5cd8a467fee46a7,5,71,637,306,851,50290,1152,1440,2
01cbbeab94b4d2bfd5cd8a467fee46a7,11,285,174,401,215,4756,1152,1440,2
01cbbeab94b4d2bfd5cd8a467fee46a7,11,596,198,703,225,2889,1152,1440,2
01cbbeab94b4d2bfd5cd8a467fee46a7,3,326,728,808,895,80494,1152,1440,2
01cbbeab94b4d2bfd5cd8a467fee46a7,0,522,314,669,481,24549,1152,1440,2
01d6446afde9fbf4332904bc331e9660,3,631,611,1160,822,111619,1536,1536,2
01d6446afde9fbf4332904bc331e9660,9,661,90,860,690,119400,1536,1536,2
01d6446afde9fbf4332904bc331e9660,0,775,256,948,462,35638,1536,1536,2
01d6446afde9fbf4332904bc331e9660,11,893,107,986,128,1953,1536,1536,2
01ee6e560f083255a630c41bba779405,9,719,244,750,282,1178,960,1068,5
01ee6e560f083255a630c41bba779405,13,698,199,761,283,5292,960,1068,5
01ee6e560f083255a630c41bba779405,13,662,162,687,216,1350,960,1068,5
01ee6e560f083255a630c41bba779405,0,517,259,648,399,18340,960,1068,5
01ee6e560f083255a630c41bba779405,3,379,572,826,728,69732,960,1068,5
01ee6e560f083255a630c41bba779405,11,594,134,728,180,6164,960,1068,5
01ee6e560f083255a630c41bba779405,8,717,243,748,281,1178,960,1068,5
01f88c998eea22d21ee144bc3edfd261,3,364,594,809,741,65415,1024,1250,9
01fec681f2d698497151a88d6c5205a1,0,610,310,796,554,45384,1294,1340,8
01fec681f2d698497151a88d6c5205a1,3,441,804,924,1012,100464,1294,1340,8
01fec681f2d698497151a88d6c5205a1,11,351,103,564,171,14484,1294,1340,8
01fec681f2d698497151a88d6c5205a1,11,143,1067,166,1123,1288,1294,1340,8
01fec681f2d698497151a88d6c5205a1,11,706,113,911,187,15170,1294,1340,8
020717d6ab0b440b37978d9bace9f9b2,11,348,985,412,1181,12544,1536,1536,2
020717d6ab0b440b37978d9bace9f9b2,7,1007,639,1220,1127,103944,1536,1536,2
020717d6ab0b440b37978d9bace9f9b2,0,853,423,1045,672,47808,1536,1536,2
020717d6ab0b440b37978d9bace9f9b2,13,338,979,405,1188,14003,1536,1536,2
020717d6ab0b440b37978d9bace9f9b2,12,1213,636,1443,1260,143520,1536,1536,2
020717d6ab0b440b37978d9bace9f9b2,12,420,187,781,575,140068,1536,1536,2
020717d6ab0b440b37978d9bace9f9b2,12,903,184,1379,1225,495516,1536,1536,2
0211f9fe31142ba1e25fb6a2ea3fea38,6,771,728,905,1033,40870,1152,1440,3
0211f9fe31142ba1e25fb6a2ea3fea38,7,705,689,945,1023,80160,1152,1440,3
0211f9fe31142ba1e25fb6a2ea3fea38,13,726,219,867,390,24111,1152,1440,3
0211f9fe31142ba1e25fb6a2ea3fea38,13,735,287,777,412,5250,1152,1440,3
0211f9fe31142ba1e25fb6a2ea3fea38,13,797,265,848,336,3621,1152,1440,3
0211f9fe31142ba1e25fb6a2ea3fea38,8,851,384,871,403,380,1152,1440,3
021ed4f8af985c0fc68335abb2cf2ed7,0,561,301,681,437,16320,1024,1250,4
02222df826791117f315ecb2b58c5b69,13,283,504,434,569,9815,1309,1611,3
02222df826791117f315ecb2b58c5b69,13,254,474,465,596,25742,1309,1611,3
023a8b8557d1fd59f272c63be6f3d4c0,2,89,1029,110,1062,693,1192,1377,6
023a8b8557d1fd59f272c63be6f3d4c0,11,678,182,750,256,5328,1192,1377,6
023a8b8557d1fd59f272c63be6f3d4c0,11,262,195,471,266,14839,1192,1377,6
023a8b8557d1fd59f272c63be6f3d4c0,8,127,961,145,982,378,1192,1377,6
023a8b8557d1fd59f272c63be6f3d4c0,8,86,1026,112,1064,988,1192,1377,6
023a8b8557d1fd59f272c63be6f3d4c0,7,263,204,455,269,12480,1192,1377,6
024f9140bd829c346fc91fcf4009d251,8,758,325,1160,1001,271752,1391,1390,6
024f9140bd829c346fc91fcf4009d251,8,180,790,306,1155,45990,1391,1390,6
024f9140bd829c346fc91fcf4009d251,8,392,334,643,677,86093,1391,1390,6
024f9140bd829c346fc91fcf4009d251,11,189,643,304,1183,62100,1391,1390,6
024f9140bd829c346fc91fcf4009d251,11,1096,651,1180,1000,29316,1391,1390,6
024f9140bd829c346fc91fcf4009d251,11,371,337,657,636,85514,1391,1390,6
024f9140bd829c346fc91fcf4009d251,11,753,332,1158,837,204525,1391,1390,6
024f9140bd829c346fc91fcf4009d251,7,754,329,1157,871,218426,1391,1390,6
024f9140bd829c346fc91fcf4009d251,7,412,412,590,546,23852,1391,1390,6
024f9140bd829c346fc91fcf4009d251,7,1089,639,1174,1013,31790,1391,1390,6
024f9140bd829c346fc91fcf4009d251,7,362,334,651,676,98838,1391,1390,6
024f9140bd829c346fc91fcf4009d251,7,811,397,992,538,25521,1391,1390,6
024f9140bd829c346fc91fcf4009d251,7,186,671,305,1184,61047,1391,1390,6
025534801b62d61f1c1c9e571ea74695,7,628,218,772,390,24768,1152,1440,2
025534801b62d61f1c1c9e571ea74695,10,593,115,984,819,275264,1152,1440,2
02562eb68a9c682f5f644fa7a099733f,11,294,325,380,380,4730,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,11,233,324,363,419,12350,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,11,757,1007,801,1049,1848,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,13,801,459,828,495,972,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,13,853,628,875,655,594,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,13,246,464,395,571,15943,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,13,246,455,334,513,5104,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,2,855,628,875,655,540,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,2,246,464,395,571,15943,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,2,810,458,839,523,1885,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,8,272,480,292,500,400,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,8,306,478,330,498,480,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,8,802,459,831,495,1044,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,8,850,624,874,654,720,1152,1440,0
02562eb68a9c682f5f644fa7a099733f,8,825,506,838,524,234,1152,1440,0
02617da0a33fe0446a508186417c2646,3,412,745,940,898,80784,1152,1440,3
02617da0a33fe0446a508186417c2646,13,210,436,262,475,2028,1152,1440,3
02617da0a33fe0446a508186417c2646,11,320,211,502,273,11284,1152,1440,3
02617da0a33fe0446a508186417c2646,11,669,200,853,244,8096,1152,1440,3
02617da0a33fe0446a508186417c2646,11,167,332,254,511,15573,1152,1440,3
02617da0a33fe0446a508186417c2646,0,586,358,751,538,29700,1152,1440,3
027c56d37095bcc595ddd429f96902ae,5,346,525,619,1033,138684,1536,1536,3
027c56d37095bcc595ddd429f96902ae,5,947,496,1157,934,91980,1536,1536,3
027c56d37095bcc595ddd429f96902ae,13,343,541,629,1028,139282,1536,1536,3
027c56d37095bcc595ddd429f96902ae,13,946,526,1166,955,94380,1536,1536,3
027c56d37095bcc595ddd429f96902ae,11,864,202,996,233,4092,1536,1536,3
027c56d37095bcc595ddd429f96902ae,0,783,372,908,502,16250,1536,1536,3
028fcc44d3104099480e897541a1ecc3,11,102,1236,174,1401,11880,1360,1651,3
028fcc44d3104099480e897541a1ecc3,0,694,484,853,657,27507,1360,1651,3
028fcc44d3104099480e897541a1ecc3,10,102,1236,174,1401,11880,1360,1651,3
028fcc44d3104099480e897541a1ecc3,9,67,835,184,934,11583,1360,1651,3
028fcc44d3104099480e897541a1ecc3,6,858,866,1048,1206,64600,1360,1651,3
028fcc44d3104099480e897541a1ecc3,6,250,753,565,1197,139860,1360,1651,3
02957c14fee52ac6d0617e6d86275a25,11,811,226,903,246,1840,1380,1632,5
02957c14fee52ac6d0617e6d86275a25,11,704,438,860,604,25896,1380,1632,5
02957c14fee52ac6d0617e6d86275a25,11,529,209,587,233,1392,1380,1632,5
02957c14fee52ac6d0617e6d86275a25,0,697,438,859,605,27054,1380,1632,5
02a4774868d677ef8ecff2168c0161c0,5,326,631,653,987,116412,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,10,277,946,361,1021,6300,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,10,265,979,334,1075,6624,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,13,306,578,632,977,130074,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,11,277,946,361,1021,6300,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,11,265,979,334,1075,6624,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,6,308,596,635,966,120990,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,3,598,811,1267,1078,178623,1536,1536,1
02a4774868d677ef8ecff2168c0161c0,0,834,445,996,568,19926,1536,1536,1
02acf0e7d0932f9c6a06fd4bbe1f5d90,3,577,702,1132,850,82140,1536,1536,5
02acf0e7d0932f9c6a06fd4bbe1f5d90,9,680,326,886,477,31106,1536,1536,5
02acf0e7d0932f9c6a06fd4bbe1f5d90,0,802,311,952,495,27600,1536,1536,5
02cd1d17763c869ff3d4af5e28539456,3,371,667,822,817,67650,1152,1440,9
02cd1d17763c869ff3d4af5e28539456,10,855,758,910,914,8580,1152,1440,9
02cd1d17763c869ff3d4af5e28539456,10,109,734,162,899,8745,1152,1440,9
02cd1d17763c869ff3d4af5e28539456,0,547,380,692,536,22620,1152,1440,9
02cd1d17763c869ff3d4af5e28539456,11,109,734,162,899,8745,1152,1440,9
02cd1d17763c869ff3d4af5e28539456,11,273,182,361,241,5192,1152,1440,9
02cd1d17763c869ff3d4af5e28539456,11,855,758,910,914,8580,1152,1440,9
02d9d0c89022adc381c23e72add7c389,0,534,434,672,576,19596,1152,1440,6
02d9d0c89022adc381c23e72add7c389,10,86,883,156,1025,9940,1152,1440,6
02d9d0c89022adc381c23e72add7c389,11,94,894,147,1023,6837,1152,1440,6
02d9d0c89022adc381c23e72add7c389,3,379,804,878,943,69361,1152,1440,6
