image_id,class_id,x_min,y_min,x_max,y_max,area,width,height,fold_id
011244ab511b20130d846f5f8f0c3866,3,1401,1108,2478,1518,441570,3072,3072,6
0114c5cd093c742334d5a5fa14140421,0,1360,686,1691,1104,138358,2540,3072,7
0114c5cd093c742334d5a5fa14140421,2,1504,705,1608,918,22152,2540,3072,7
0114c5cd093c742334d5a5fa14140421,3,1064,1600,1984,1951,322920,2540,3072,7
0114c5cd093c742334d5a5fa14140421,10,500,1966,550,2122,7800,2540,3072,7
0114c5cd093c742334d5a5fa14140421,10,2250,2044,2299,2142,4802,2540,3072,7
0114c5cd093c742334d5a5fa14140421,11,500,1966,550,2122,7800,2540,3072,7
0114c5cd093c742334d5a5fa14140421,11,2250,2044,2299,2142,4802,2540,3072,7
011ae9520e81f1efe71c9d954ec07d09,0,1580,978,1885,1309,100955,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,3,1136,1655,2354,2245,718620,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,6,817,1787,1144,1999,69324,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,6,767,1234,1116,1385,52699,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,7,671,2054,995,2281,73548,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,8,2474,1812,2535,1885,4453,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,9,671,2054,995,2281,73548,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,9,2474,1812,2535,1885,4453,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,11,1042,651,1387,721,24150,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,11,1727,602,2125,708,42188,3072,3072,6
011ae9520e81f1efe71c9d954ec07d09,13,744,1256,1062,1327,22578,3072,3072,6
013893a5fa90241c65c3efcdbdd2cec1,5,892,1653,1250,1903,89500,3072,3072,9
013893a5fa90241c65c3efcdbdd2cec1,6,667,1358,1308,1952,380754,3072,3072,9
013893a5fa90241c65c3efcdbdd2cec1,7,892,1653,1250,1903,89500,3072,3072,9
013893a5fa90241c65c3efcdbdd2cec1,9,892,1653,1250,1903,89500,3072,3072,9
013893a5fa90241c65c3efcdbdd2cec1,13,1133,402,1254,578,21296,3072,3072,9
014e3dd712dc90f61da7ce8747d8c4c0,0,1034,605,1262,906,68628,2304,2880,0
014e3dd712dc90f61da7ce8747d8c4c0,11,981,610,1253,866,69632,2304,2880,0
01546d3e6175ceaabd7d92f0c566579d,0,1496,1013,1693,1253,47280,2733,3171,5
01546d3e6175ceaabd7d92f0c566579d,3,1040,1932,2183,2330,454914,2733,3171,5
01546d3e6175ceaabd7d92f0c566579d,8,397,1598,451,1646,2592,2733,3171,5
01546d3e6175ceaabd7d92f0c566579d,9,1041,1902,2149,2320,463144,2733,3171,5
01570ee44031e4ebab6031501293bf66,1,247,893,944,1777,616148,2304,2880,9
01570ee44031e4ebab6031501293bf66,3,681,1325,1693,1741,420992,2304,2880,9
01570ee44031e4ebab6031501293bf66,4,272,857,905,1685,524124,2304,2880,9
01570ee44031e4ebab6031501293bf66,7,172,683,968,1585,717992,2304,2880,9
01570ee44031e4ebab6031501293bf66,13,234,1247,500,1367,31920,2304,2880,9
015e332b702e4829710941ab7265bd1d,0,1080,650,1280,856,41200,2008,2088,0
015e332b702e4829710941ab7265bd1d,3,759,1233,1537,1485,196056,2008,2088,0
0162dad8330007f8f0daf43bcf4033f1,0,1603,552,1934,938,127766,3072,3072,7
0162dad8330007f8f0daf43bcf4033f1,3,1248,1159,2328,1608,484920,3072,3072,7
0162dad8330007f8f0daf43bcf4033f1,8,940,543,971,562,589,3072,3072,7
0162dad8330007f8f0daf43bcf4033f1,13,940,543,971,562,589,3072,3072,7
0187da5fd71c7a2917346bf12a67bbe4,9,695,276,1313,1589,811434,2718,2972,5
018a2fe44c3451281ec338c27ecc9c53,1,415,191,1173,1025,632172,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,2,309,1354,418,1911,60713,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,7,328,1027,1097,2195,898192,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,7,415,191,1173,1025,632172,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,10,250,2101,1048,2267,132468,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,11,265,2037,432,2296,43253,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,11,309,1354,418,1911,60713,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,11,1539,284,1917,395,41958,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,13,1682,909,2188,1113,103224,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,13,389,224,1108,1174,683050,2512,2944,1
018a2fe44c3451281ec338c27ecc9c53,13,2101,1259,2192,1445,16926,2512,2944,1
018b348fd699821cdbc5bdc0b329982c,2,547,678,761,852,37236,2536,3008,4
018b348fd699821cdbc5bdc0b329982c,7,550,621,764,824,43442,2536,3008,4
018b348fd699821cdbc5bdc0b329982c,7,1056,888,1176,1065,21240,2536,3008,4
018b348fd699821cdbc5bdc0b329982c,11,552,460,1131,609,86271,2536,3008,4
018b348fd699821cdbc5bdc0b329982c,13,583,651,937,1159,179832,2536,3008,4
018ef9c5d5b20c5161a5c48703171c3b,0,909,748,1384,1189,209475,2304,2880,7
018ef9c5d5b20c5161a5c48703171c3b,11,605,310,937,410,33200,2304,2880,7
01a3c3d994d85ce5634d2d13c03fd4b0,4,812,1001,1189,1292,109707,3072,3072,6
01a3c3d994d85ce5634d2d13c03fd4b0,7,812,1001,1189,1292,109707,3072,3072,6
01a3c3d994d85ce5634d2d13c03fd4b0,7,787,1289,1339,1672,211416,3072,3072,6
01a3c3d994d85ce5634d2d13c03fd4b0,8,812,1001,1189,1292,109707,3072,3072,6
01a3c3d994d85ce5634d2d13c03fd4b0,10,705,1492,1327,2084,368224,3072,3072,6
01a3c3d994d85ce5634d2d13c03fd4b0,11,671,1460,1063,1826,143472,3072,3072,6
01a3c3d994d85ce5634d2d13c03fd4b0,11,830,308,1418,915,356916,3072,3072,6
01afcfaabc406f0fe1797cb7fa6616c6,0,1008,670,1165,826,24492,2304,2880,6
01afcfaabc406f0fe1797cb7fa6616c6,3,680,1297,1608,1597,278400,2304,2880,6
01b0510a8d3b0860429536653db5eb21,0,1156,709,1402,968,63714,2304,2880,0
01b0510a8d3b0860429536653db5eb21,9,1511,1580,1818,1695,35305,2304,2880,0
01b0510a8d3b0860429536653db5eb21,10,1884,1714,1935,1869,7905,2304,2880,0
01b0510a8d3b0860429536653db5eb21,11,1884,1714,1935,1869,7905,2304,2880,0
01b0510a8d3b0860429536653db5eb21,11,1511,1580,1818,1695,35305,2304,2880,0
01b0510a8d3b0860429536653db5eb21,13,561,1342,674,1386,4972,2304,2880,0
01c2b9fcb0384c84648ed76c736552a8,0,1420,797,1695,1093,81400,2599,2329,5
01c2b9fcb0384c84648ed76c736552a8,3,985,1592,2227,1930,419796,2599,2329,5
01c2b9fcb0384c84648ed76c736552a8,9,372,1868,414,1903,1470,2599,2329,5
01cbbeab94b4d2bfd5cd8a467fee46a7,0,1003,625,1347,946,110424,2304,2880,3
01cbbeab94b4d2bfd5cd8a467fee46a7,3,648,1494,1602,1806,297648,2304,2880,3
01cbbeab94b4d2bfd5cd8a467fee46a7,5,143,1275,613,1702,200690,2304,2880,3
01cbbeab94b4d2bfd5cd8a467fee46a7,11,571,349,803,431,19024,2304,2880,3
01cbbeab94b4d2bfd5cd8a467fee46a7,11,1192,396,1406,451,11770,2304,2880,3
01d6446afde9fbf4332904bc331e9660,0,1563,529,1898,980,151085,3072,3072,5
01d6446afde9fbf4332904bc331e9660,3,1263,1222,2320,1645,447111,3072,3072,5
01d6446afde9fbf4332904bc331e9660,9,1323,180,1720,1381,476797,3072,3072,5
01d6446afde9fbf4332904bc331e9660,11,1787,215,1972,257,7770,3072,3072,5
01ee6e560f083255a630c41bba779405,0,1039,525,1297,773,63984,1920,2136,8
01ee6e560f083255a630c41bba779405,3,732,1140,1670,1457,297346,1920,2136,8
01ee6e560f083255a630c41bba779405,8,1433,487,1492,565,4602,1920,2136,8
01ee6e560f083255a630c41bba779405,9,1438,489,1500,564,4650,1920,2136,8
01ee6e560f083255a630c41bba779405,11,1188,268,1457,360,24748,1920,2136,8
01ee6e560f083255a630c41bba779405,13,1396,398,1523,567,21463,1920,2136,8
01ee6e560f083255a630c41bba779405,13,1324,324,1375,432,5508,1920,2136,8
01f88c998eea22d21ee144bc3edfd261,3,727,1248,1599,1450,176144,2048,2500,0
01fec681f2d698497151a88d6c5205a1,0,1244,610,1596,1090,168960,2588,2680,0
01fec681f2d698497151a88d6c5205a1,3,882,1608,1848,2025,402822,2588,2680,0
01fec681f2d698497151a88d6c5205a1,11,703,206,1128,343,58225,2588,2680,0
01fec681f2d698497151a88d6c5205a1,11,286,2134,333,2247,5311,2588,2680,0
01fec681f2d698497151a88d6c5205a1,11,1413,226,1822,374,60532,2588,2680,0
020717d6ab0b440b37978d9bace9f9b2,0,1672,845,2092,1333,204960,3072,3072,5
020717d6ab0b440b37978d9bace9f9b2,7,2014,1278,2440,2255,416202,3072,3072,5
020717d6ab0b440b37978d9bace9f9b2,11,696,1970,824,2363,50304,3072,3072,5
020717d6ab0b440b37978d9bace9f9b2,12,840,374,1563,1150,561048,3072,3072,5
020717d6ab0b440b37978d9bace9f9b2,12,1799,382,2777,2421,1994142,3072,3072,5
020717d6ab0b440b37978d9bace9f9b2,13,659,1948,801,2392,63048,3072,3072,5
0211f9fe31142ba1e25fb6a2ea3fea38,6,1543,1456,1811,2066,163480,2304,2880,4
0211f9fe31142ba1e25fb6a2ea3fea38,7,1410,1379,1891,2047,321308,2304,2880,4
0211f9fe31142ba1e25fb6a2ea3fea38,8,1702,769,1740,807,1444,2304,2880,4
0211f9fe31142ba1e25fb6a2ea3fea38,13,1471,575,1554,825,20750,2304,2880,4
0211f9fe31142ba1e25fb6a2ea3fea38,13,1595,530,1697,672,14484,2304,2880,4
021ed4f8af985c0fc68335abb2cf2ed7,0,1130,589,1364,917,76752,2048,2500,2
02222df826791117f315ecb2b58c5b69,13,530,973,962,1206,100656,2619,3222,3
023a8b8557d1fd59f272c63be6f3d4c0,2,178,2058,221,2124,2838,2384,2755,7
023a8b8557d1fd59f272c63be6f3d4c0,7,527,409,911,538,49536,2384,2755,7
023a8b8557d1fd59f272c63be6f3d4c0,8,257,1920,295,1964,1672,2384,2755,7
023a8b8557d1fd59f272c63be6f3d4c0,8,169,2059,220,2128,3519,2384,2755,7
023a8b8557d1fd59f272c63be6f3d4c0,11,1357,364,1500,513,21307,2384,2755,7
023a8b8557d1fd59f272c63be6f3d4c0,11,519,391,956,538,64239,2384,2755,7
024f9140bd829c346fc91fcf4009d251,7,2178,1278,2348,2029,127670,2783,2780,5
024f9140bd829c346fc91fcf4009d251,7,667,673,1323,1353,446080,2783,2780,5
024f9140bd829c346fc91fcf4009d251,7,1621,795,1984,1076,102003,2783,2780,5
024f9140bd829c346fc91fcf4009d251,7,388,1106,612,2429,296352,2783,2780,5
024f9140bd829c346fc91fcf4009d251,8,1517,650,2320,2002,1085656,2783,2780,5
024f9140bd829c346fc91fcf4009d251,8,360,1581,612,2311,183960,2783,2780,5
024f9140bd829c346fc91fcf4009d251,8,784,669,1287,1354,344555,2783,2780,5
024f9140bd829c346fc91fcf4009d251,11,389,1176,605,2362,256176,2783,2780,5
024f9140bd829c346fc91fcf4009d251,11,667,673,1323,1353,446080,2783,2780,5
024f9140bd829c346fc91fcf4009d251,11,1503,666,2309,1485,660114,2783,2780,5
025534801b62d61f1c1c9e571ea74695,7,1241,459,1559,855,125928,2304,2880,2
025534801b62d61f1c1c9e571ea74695,10,1232,243,1971,1479,913404,2304,2880,2
02562eb68a9c682f5f644fa7a099733f,2,1711,1256,1751,1310,2160,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,2,493,929,790,1143,63558,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,2,1620,917,1678,1047,7540,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,8,545,960,584,1001,1599,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,8,613,957,661,997,1920,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,8,1603,919,1656,991,3816,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,8,1707,1257,1751,1311,2376,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,8,1653,1008,1678,1047,975,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,11,467,649,727,839,49400,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,11,1515,2015,1602,2098,7221,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,13,1603,919,1656,991,3816,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,13,1707,1257,1751,1311,2376,2304,2880,4
02562eb68a9c682f5f644fa7a099733f,13,492,910,668,1027,20592,2304,2880,4
02617da0a33fe0446a508186417c2646,0,1183,715,1500,1031,100172,2304,2880,3
02617da0a33fe0446a508186417c2646,3,817,1522,1922,1792,298350,2304,2880,3
02617da0a33fe0446a508186417c2646,11,644,409,1034,554,56550,2304,2880,3
02617da0a33fe0446a508186417c2646,11,1338,400,1706,488,32384,2304,2880,3
02617da0a33fe0446a508186417c2646,11,334,664,509,1022,62650,2304,2880,3
02617da0a33fe0446a508186417c2646,13,421,870,519,943,7154,2304,2880,3
027c56d37095bcc595ddd429f96902ae,0,1567,745,1817,1005,65000,3072,3072,1
027c56d37095bcc595ddd429f96902ae,5,686,1083,1258,2057,557128,3072,3072,1
027c56d37095bcc595ddd429f96902ae,5,1892,1052,2333,1910,378378,3072,3072,1
027c56d37095bcc595ddd429f96902ae,11,1728,405,1993,466,16165,3072,3072,1
027c56d37095bcc595ddd429f96902ae,13,686,1083,1258,2057,557128,3072,3072,1
027c56d37095bcc595ddd429f96902ae,13,1892,1052,2333,1910,378378,3072,3072,1
028fcc44d3104099480e897541a1ecc3,0,1389,968,1706,1314,109682,2721,3302,9
028fcc44d3104099480e897541a1ecc3,6,1716,1733,2096,2413,258400,2721,3302,9
028fcc44d3104099480e897541a1ecc3,6,512,1413,1108,2407,592424,2721,3302,9
028fcc44d3104099480e897541a1ecc3,9,116,1663,363,1859,48412,2721,3302,9
028fcc44d3104099480e897541a1ecc3,10,206,2472,351,2802,47850,2721,3302,9
028fcc44d3104099480e897541a1ecc3,11,206,2472,351,2802,47850,2721,3302,9
02957c14fee52ac6d0617e6d86275a25,0,1403,871,1723,1175,97280,2760,3264,7
02957c14fee52ac6d0617e6d86275a25,11,1622,452,1809,492,7480,2760,3264,7
02957c14fee52ac6d0617e6d86275a25,11,1408,876,1723,1208,104580,2760,3264,7
02957c14fee52ac6d0617e6d86275a25,11,1058,421,1174,466,5220,2760,3264,7
02a4774868d677ef8ecff2168c0161c0,0,1669,890,1992,1136,79458,3072,3072,9
02a4774868d677ef8ecff2168c0161c0,3,1213,1660,2545,2213,736596,3072,3072,9
02a4774868d677ef8ecff2168c0161c0,5,652,1262,1306,1974,465648,3072,3072,9
02a4774868d677ef8ecff2168c0161c0,6,624,1266,1286,1893,415074,3072,3072,9
02a4774868d677ef8ecff2168c0161c0,10,531,1959,668,2151,26304,3072,3072,9
02a4774868d677ef8ecff2168c0161c0,11,531,1959,668,2151,26304,3072,3072,9
02a4774868d677ef8ecff2168c0161c0,13,575,1053,1222,1934,570007,3072,3072,9
02acf0e7d0932f9c6a06fd4bbe1f5d90,0,1595,615,1910,1029,130410,3072,3072,5
02acf0e7d0932f9c6a06fd4bbe1f5d90,3,1159,1406,2240,1668,283222,3072,3072,5
02acf0e7d0932f9c6a06fd4bbe1f5d90,9,1360,653,1772,955,124424,3072,3072,5
02cd1d17763c869ff3d4af5e28539456,0,1099,776,1366,996,58740,2304,2880,0
02cd1d17763c869ff3d4af5e28539456,3,756,1355,1650,1628,244062,2304,2880,0
02cd1d17763c869ff3d4af5e28539456,10,1711,1517,1820,1829,34008,2304,2880,0
02cd1d17763c869ff3d4af5e28539456,10,219,1468,325,1798,34980,2304,2880,0
02cd1d17763c869ff3d4af5e28539456,11,219,1468,325,1798,34980,2304,2880,0
02cd1d17763c869ff3d4af5e28539456,11,548,368,691,477,15587,2304,2880,0
02cd1d17763c869ff3d4af5e28539456,11,1711,1517,1820,1829,34008,2304,2880,0
02d9d0c89022adc381c23e72add7c389,0,1047,870,1353,1151,85986,2304,2880,0
02d9d0c89022adc381c23e72add7c389,3,752,1598,1704,1874,262752,2304,2880,0
02d9d0c89022adc381c23e72add7c389,10,172,1767,313,2051,40044,2304,2880,0
02d9d0c89022adc381c23e72add7c389,11,206,1812,278,2042,16560,2304,2880,0
02de1ec3340e75fd5e7294a84a0342a1,0,1200,979,1562,1456,172674,2304,2880,6
02de1ec3340e75fd5e7294a84a0342a1,3,729,1781,1870,2166,439285,2304,2880,6
02efc4e2e6e71e024fbfecb404a008a4,0,1548,966,1874,1344,123228,2800,3035,0
02efc4e2e6e71e024fbfecb404a008a4,3,936,1730,2304,2212,659376,2800,3035,0
02fe3eea41166a1d3eb75307a12c4a63,0,1400,702,1768,1093,143888,2736,3107,7
02fe3eea41166a1d3eb75307a12c4a63,8,1864,1123,1942,1191,5304,2736,3107,7
02fe3eea41166a1d3eb75307a12c4a63,8,2020,730,2158,851,16698,2736,3107,7
02fe3eea41166a1d3eb75307a12c4a63,8,2001,594,2089,685,8008,2736,3107,7
02fe3eea41166a1d3eb75307a12c4a63,8,1861,894,2003,1019,17750,2736,3107,7
02fe3eea41166a1d3eb75307a12c4a63,13,1704,528,2173,1028,234500,2736,3107,7
0339aac16e3dd93ee397315a224147a6,13,1960,884,2233,1117,63609,2825,2725,3
033dae57cec0aca171d47090f299bed2,0,903,677,1270,1066,142763,1952,2288,0
033dae57cec0aca171d47090f299bed2,3,656,1415,1625,1802,375003,1952,2288,0
033dae57cec0aca171d47090f299bed2,11,516,252,787,326,20054,1952,2288,0
033e1637bed9b9f3dccac9c6c419adc2,7,2403,1269,2579,1451,32032,2874,3197,8
033e1637bed9b9f3dccac9c6c419adc2,7,2304,1120,2408,1239,12376,2874,3197,8
033e1637bed9b9f3dccac9c6c419adc2,8,2283,1111,2406,1216,12915,2874,3197,8
033e1637bed9b9f3dccac9c6c419adc2,8,2388,1284,2557,1427,24167,2874,3197,8
033e1637bed9b9f3dccac9c6c419adc2,11,830,535,1346,660,64500,2874,3197,8
033e1637bed9b9f3dccac9c6c419adc2,13,2387,1158,2565,1449,51798,2874,3197,8
03431b577d1ccf075e930c4c4913c079,0,1335,530,1600,827,78705,2560,2952,6
